ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer
9697,1951,Graduation,Married,53790.0,0,2,06-03-2014
3916,1971,PhD,Together,49269.0,1,0,15-08-2012
2021,1975,Graduation,Married,61456.0,0,1,27-03-2013
1581,1980,Graduation,Married,37406.0,1,0,10-10-2013
564,1981,PhD,Together,56937.0,1,0,04-08-2012
6619,1978,Graduation,Married,38415.0,1,1,02-01-2013
9081,1988,Graduation,Single,20518.0,1,0,18-05-2014
178,1956,Graduation,Married,62503.0,0,1,18-02-2013
916,1972,PhD,Single,41644.0,1,1,09-05-2014
5512,1977,Master,Married,55842.0,0,1,23-05-2014
8970,1972,PhD,Married,62010.0,0,1,23-10-2012
10581,1977,Graduation,Married,41124.0,1,0,31-10-2012
5300,1973,Master,Married,38961.0,1,0,30-12-2013
5154,1972,Master,Divorced,37760.0,1,0,11-08-2013
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013
9286,1960,Master,Together,83151.0,0,0,10-10-2012
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012
5172,1976,Master,Together,65104.0,0,1,14-11-2013
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012
3403,1958,PhD,Together,78952.0,0,1,24-09-2012
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013
9426,1964,Master,Single,58308.0,0,1,12-01-2013
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014
11088,1971,PhD,Together,78642.0,0,1,21-04-2013
716,1949,PhD,Together,67911.0,0,1,22-05-2014
466,1944,Graduation,Married,65275.0,0,0,03-04-2013
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012
10623,1961,Master,Together,48330.0,0,1,15-11-2013
8151,1990,Basic,Married,24279.0,0,0,29-12-2012
5140,1985,PhD,Married,64355.0,1,0,24-08-2012
10160,1956,Master,Together,50943.0,0,1,21-06-2013
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012
9925,1981,PhD,Together,39665.0,1,0,25-05-2013
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013
6036,1959,Master,Together,89120.0,0,0,17-03-2014
182,1946,PhD,Together,44124.0,0,1,11-05-2013
203,1975,Master,Single,81169.0,0,0,14-04-2013
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013
3711,1944,Master,Married,80184.0,0,0,01-03-2014
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014
2532,1987,Master,Single,73454.0,0,0,01-03-2014
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012
35,1987,Graduation,Married,25545.0,1,0,08-09-2012
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012
4322,1958,PhD,Together,77863.0,0,0,27-11-2013
713,1977,Master,Married,50353.0,0,0,08-06-2014
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012
3281,1960,PhD,Married,49154.0,1,1,03-11-2013
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013
4769,1977,Master,Together,57954.0,1,1,18-06-2014
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013
10741,1951,Master,Together,47352.0,0,1,11-04-2013
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013
304,1981,Master,Single,22944.0,1,0,23-12-2013
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012
5036,1984,PhD,Single,42710.0,1,0,28-11-2012
5547,1982,PhD,Married,84169.0,0,0,07-08-2013
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014
2256,1973,Master,Married,27159.0,1,1,29-03-2014
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014
9240,1971,PhD,Single,60504.0,0,1,07-02-2014
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013
9504,1949,Master,Married,81698.0,0,0,06-11-2013
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012
448,1978,PhD,Single,54880.0,1,0,01-03-2013
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013
9780,1971,Master,Together,71499.0,0,1,25-06-2013
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013
4184,1950,PhD,Together,52157.0,0,1,07-06-2014
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012
891,1951,Master,Together,29298.0,1,1,07-09-2013
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012
3526,1968,PhD,Married,38443.0,1,1,27-01-2014
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013
1029,1970,PhD,Together,64413.0,0,1,01-08-2013
7369,1981,Master,Married,36959.0,1,0,02-10-2013
2574,1977,PhD,Married,61996.0,0,1,31-01-2013
8159,1968,Graduation,Married,51287.0,1,1,01-04-2014
1160,1970,Graduation,Married,13260.0,1,1,23-08-2013
10242,1966,PhD,Together,47472.0,1,1,16-09-2013
5253,1956,Master,Together,54603.0,1,1,09-07-2013
5966,1974,PhD,Married,45207.0,1,1,10-11-2012
5314,1951,Graduation,Together,40689.0,0,1,18-03-2013
5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013
5123,1951,Master,Married,27450.0,0,0,15-04-2013
5756,1983,Graduation,Together,39453.0,1,0,03-04-2014
8036,1971,2n Cycle,Together,26850.0,1,1,18-04-2014
9058,1955,Graduation,Widow,79800.0,0,0,23-09-2012
5057,1961,Master,Married,61794.0,0,1,14-09-2013
254,1955,Graduation,Together,53863.0,0,1,17-05-2014
4179,1959,Graduation,Together,24221.0,0,0,20-08-2013
3710,1984,PhD,Single,39684.0,1,0,12-10-2012
7627,1975,Master,Married,92163.0,0,0,12-12-2012
4501,1965,Master,Single,69882.0,0,0,10-11-2013
6424,1977,Graduation,Together,33178.0,1,0,30-01-2014
3075,1972,PhD,Married,59973.0,0,0,11-09-2013
4992,1975,Master,Together,17459.0,1,0,19-09-2013
5252,1969,Graduation,Divorced,23910.0,1,0,26-10-2012
7444,1969,Master,Married,42169.0,1,1,19-10-2013
6919,1978,2n Cycle,Married,26224.0,1,0,04-06-2013
3537,1981,Graduation,Together,31089.0,1,0,17-08-2012
10277,1961,Graduation,Single,30081.0,0,1,21-02-2013
2453,1960,Graduation,Together,62807.0,0,1,31-08-2012
7972,1955,Graduation,Single,72906.0,0,0,17-09-2013
895,1948,PhD,Married,61467.0,0,2,09-12-2012
1177,1966,Master,Together,49618.0,1,1,26-01-2013
7141,1986,Master,Single,21888.0,1,0,29-12-2012
7232,1973,Graduation,Widow,42429.0,0,1,11-02-2014
8477,1956,Graduation,Divorced,26150.0,2,1,11-03-2013
2457,1975,Basic,Married,30801.0,0,1,26-10-2012
988,1965,Graduation,Married,81168.0,0,0,07-05-2014
7930,1969,Master,Single,26877.0,0,0,19-08-2013
4587,1944,Master,Widow,45006.0,0,0,18-07-2013
6682,1973,Basic,Married,18978.0,1,0,11-12-2012
6222,1967,Graduation,Married,22574.0,2,1,28-10-2013
10299,1969,PhD,Single,48240.0,0,0,09-11-2012
3083,1974,Graduation,Married,45837.0,1,1,26-07-2013
8953,1965,Master,Single,35791.0,2,1,06-05-2013
1503,1976,PhD,Together,162397.0,1,1,03-06-2013
8650,1978,Graduation,Widow,54162.0,1,1,18-03-2013
10862,1960,Master,Married,30522.0,0,1,17-08-2012
2782,1961,PhD,Married,54456.0,0,1,11-07-2013
6941,1971,Graduation,Single,31632.0,0,0,14-07-2013
10972,1949,Graduation,Widow,72298.0,0,0,10-03-2014
10708,1978,2n Cycle,Single,36975.0,1,0,28-12-2013
6583,1955,2n Cycle,Married,72635.0,0,0,03-06-2013
3641,1976,Graduation,Married,13624.0,1,0,20-01-2013
10156,1975,Graduation,Single,84196.0,0,1,03-06-2013
4299,1960,Graduation,Together,70971.0,0,1,21-09-2012
3469,1977,PhD,Divorced,34487.0,1,1,06-09-2012
5063,1977,Graduation,Single,28769.0,1,0,18-12-2012
10727,1970,PhD,Married,69084.0,1,0,19-11-2013
9624,1958,PhD,Together,65488.0,0,0,13-06-2014
5156,1970,2n Cycle,Married,62466.0,0,1,15-01-2014
4376,1960,2n Cycle,Single,32218.0,0,0,15-02-2014
8923,1973,Graduation,Single,83917.0,0,0,18-04-2013
8461,1962,Graduation,Divorced,46102.0,2,1,10-03-2014
6945,1952,Graduation,Single,84574.0,0,0,04-06-2013
944,1962,Graduation,Married,56181.0,0,1,08-01-2013
1907,1950,Master,Divorced,63120.0,0,1,28-09-2012
701,1971,Graduation,Married,73691.0,0,1,06-11-2013
3856,1960,Graduation,Together,63381.0,0,1,05-10-2012
4149,1948,PhD,Together,76140.0,0,0,13-05-2014
2131,1959,PhD,Divorced,62859.0,0,1,30-12-2012
2942,1964,Graduation,Single,45906.0,0,1,07-05-2013
1173,1947,Master,Together,77632.0,0,0,10-03-2013
4381,1971,PhD,Married,46463.0,1,1,18-08-2013
4611,1970,Graduation,Together,105471.0,0,0,21-01-2013
3376,1970,Master,Divorced,55282.0,1,0,13-12-2013
4679,1977,Master,Married,78710.0,0,1,23-05-2014
10928,1958,Graduation,Together,66886.0,0,1,16-09-2013
4248,1960,Master,Single,98777.0,0,0,17-02-2014
6728,1985,Graduation,Together,29103.0,1,0,27-08-2012
6661,1974,Graduation,Married,67445.0,0,1,12-08-2012
4725,1950,PhD,Together,50616.0,0,1,13-04-2014
3277,1955,Graduation,Divorced,49431.0,0,1,03-08-2012
5555,1975,Graduation,Divorced,153924.0,0,0,07-02-2014
2564,1953,Graduation,Together,61278.0,0,1,04-01-2014
946,1958,2n Cycle,Together,26490.0,0,0,22-09-2012
3867,1947,PhD,Together,73059.0,0,1,31-08-2013
6940,1966,PhD,Single,46734.0,1,2,21-10-2013
55,1963,Graduation,Together,56253.0,0,1,07-12-2012
7093,1985,Graduation,Married,19986.0,1,0,14-11-2013
5084,1975,Graduation,Widow,58330.0,0,1,25-12-2013
1777,1980,Basic,Married,25965.0,0,0,07-09-2012
8162,1956,Master,Together,14661.0,0,0,01-01-2013
10826,1959,Graduation,Married,18690.0,0,0,28-12-2012
8754,1974,PhD,Together,45068.0,0,1,16-05-2013
1987,1987,Basic,Single,21063.0,1,0,25-09-2013
11007,1968,PhD,Married,29187.0,1,0,09-05-2013
7426,1971,2n Cycle,Married,54690.0,1,1,07-11-2013
9153,1964,PhD,Married,59304.0,0,1,29-07-2013
10379,1962,Master,Single,59247.0,0,2,08-11-2013
9204,1970,Graduation,Widow,66731.0,0,1,12-09-2012
3197,1980,Graduation,Married,77353.0,0,1,16-12-2013
2920,1975,PhD,Single,52614.0,0,1,01-12-2012
6961,1974,Graduation,Married,26751.0,2,0,22-05-2014
4673,1963,PhD,Married,81300.0,0,1,30-10-2012
9937,1979,Graduation,Single,70337.0,0,0,02-01-2014
8779,1985,2n Cycle,Married,36145.0,1,0,16-06-2013
9596,1980,PhD,Single,65295.0,0,0,23-12-2013
2891,1963,Graduation,Divorced,68118.0,0,1,18-10-2013
4910,1967,Graduation,Divorced,68743.0,0,0,30-08-2012
75,1982,2n Cycle,Together,41039.0,0,0,25-07-2013
10120,1955,Graduation,Together,38946.0,0,1,24-10-2013
6327,1967,Graduation,Together,65777.0,0,0,19-12-2013
10142,1976,PhD,Divorced,66476.0,0,1,07-03-2013
9826,1972,PhD,Single,86857.0,0,0,12-09-2012
1501,1982,PhD,Married,160803.0,0,0,04-08-2012
10767,1989,PhD,Together,77845.0,0,0,16-05-2014
7279,1969,PhD,Together,69476.0,0,0,30-09-2013
7230,1960,PhD,Divorced,50611.0,0,1,04-10-2012
143,1970,Graduation,Single,61209.0,0,0,25-08-2013
450,1958,Master,Together,42315.0,0,1,12-07-2013
9316,1952,Basic,Together,13084.0,0,0,02-11-2013
6379,1949,Master,Widow,47570.0,1,1,29-05-2013
9239,1961,Master,Married,61923.0,0,2,26-07-2013
8315,1995,Graduation,Single,34824.0,0,0,26-03-2014
2868,1949,PhD,Single,26518.0,1,1,08-04-2013
10888,1961,Graduation,Single,45938.0,0,0,03-11-2013
1277,1960,Graduation,Together,78468.0,0,0,09-04-2014
9977,1973,Graduation,Divorced,78901.0,0,1,17-09-2013
10196,1978,Graduation,Married,71427.0,2,0,12-03-2014
6384,1978,Graduation,Divorced,71022.0,0,1,11-02-2014
8029,1988,Master,Single,90247.0,0,0,29-04-2014
968,1968,Master,Divorced,41335.0,1,0,26-12-2013
6988,1986,Graduation,Married,71952.0,1,0,10-01-2013
4472,1970,PhD,Divorced,35682.0,1,0,27-06-2014
6991,1951,Graduation,Divorced,43185.0,0,1,10-04-2013
3336,1948,PhD,Together,66375.0,0,1,21-11-2013
4301,1971,Master,Married,35178.0,1,0,10-01-2013
1940,1986,Graduation,Married,25252.0,1,0,12-07-2013
1272,1965,Master,Single,55250.0,0,1,21-10-2012
1388,1975,Graduation,Single,33249.0,1,0,20-02-2013
1044,1953,Graduation,Together,58398.0,0,0,14-05-2013
6969,1982,Graduation,Together,50272.0,1,0,07-08-2013
10479,1975,PhD,Married,76618.0,0,0,07-12-2012
3619,1960,2n Cycle,Divorced,87305.0,0,0,23-09-2012
1715,1978,Graduation,Together,25851.0,1,0,11-02-2013
10159,1970,Graduation,Divorced,58710.0,0,1,31-03-2013
1463,1958,Graduation,Single,45160.0,1,1,29-03-2014
5114,1965,Master,Married,74806.0,0,1,19-12-2012
4990,1954,Graduation,Married,59111.0,0,0,02-05-2013
4329,1984,PhD,Married,18988.0,1,0,23-05-2014
10936,1965,Graduation,Married,72190.0,0,0,13-02-2013
4692,1976,Graduation,Married,7500.0,1,0,01-08-2012
7212,1966,Graduation,Married,44794.0,0,1,08-06-2014
6086,1955,Graduation,Married,80395.0,0,0,23-11-2013
437,1976,Master,Divorced,75012.0,0,0,25-01-2014
11171,1965,Master,Married,56962.0,2,1,11-10-2013
11101,1991,Graduation,Together,89891.0,0,0,15-04-2013
5329,1949,PhD,Divorced,35946.0,1,1,27-09-2013
610,1953,PhD,Together,53593.0,1,1,07-08-2012
9384,1978,Graduation,Married,66373.0,1,1,12-06-2013
5956,1948,PhD,Divorced,45072.0,1,2,16-10-2013
10430,1973,Graduation,Divorced,89694.0,1,1,09-10-2013
7875,1949,Graduation,Married,72025.0,0,0,29-04-2014
7072,1973,Graduation,Married,67432.0,0,1,29-03-2013
6255,1952,Master,Together,70545.0,0,1,03-06-2014
6516,1989,Basic,Married,17487.0,1,0,18-03-2013
5564,1969,Graduation,Together,62882.0,0,1,09-08-2012
5682,1953,PhD,Single,64108.0,0,1,23-03-2013
7458,1956,Master,Together,34941.0,1,1,06-03-2013
5237,1950,PhD,Single,48767.0,1,2,01-01-2014
7761,1978,2n Cycle,Together,38702.0,1,0,01-08-2013
5278,1964,Graduation,Married,82224.0,0,0,25-01-2014
3560,1952,Graduation,Together,83844.0,0,0,12-05-2013
7235,1975,2n Cycle,Married,17003.0,1,0,09-12-2013
10548,1995,Graduation,Single,71163.0,0,0,09-03-2014
2281,1970,Graduation,Single,33697.0,1,0,15-09-2013
4073,1954,2n Cycle,Married,63564.0,0,0,29-01-2014
6974,1972,PhD,Together,83443.0,0,0,31-12-2013
7938,1958,PhD,Together,51518.0,0,1,03-10-2013
7094,1975,Graduation,Widow,58330.0,0,1,25-12-2013
3667,1969,Graduation,Married,80952.0,0,0,28-02-2013
7723,1979,Graduation,Together,75507.0,0,0,02-05-2014
3870,1978,2n Cycle,Together,63855.0,0,0,09-02-2013
4012,1972,PhD,Together,62220.0,0,1,11-08-2012
5909,1964,Graduation,Married,58512.0,0,1,19-09-2013
10470,1979,Master,Married,40662.0,1,0,15-03-2013
6488,1959,PhD,Married,38829.0,0,1,06-04-2014
10270,1981,2n Cycle,Married,35523.0,1,0,03-10-2013
6887,1967,Graduation,Single,79146.0,1,1,24-04-2014
6406,1988,Master,Married,78285.0,0,0,28-10-2013
7573,1978,PhD,Single,31626.0,1,0,10-05-2013
4508,1952,Graduation,Single,75127.0,0,0,22-05-2014
221,1955,Graduation,Married,48726.0,0,1,27-04-2013
5331,1977,Graduation,Married,74985.0,0,0,11-09-2012
1911,1987,Graduation,Together,67430.0,0,0,05-09-2012
20,1965,2n Cycle,Married,46891.0,0,1,01-09-2013
8786,1956,Master,Married,62058.0,0,1,26-05-2013
10582,1979,Graduation,Married,72063.0,0,1,03-07-2013
1915,1951,PhD,Married,78939.0,0,0,12-12-2013
8897,1965,Graduation,Single,42720.0,1,1,24-04-2013
2371,1972,Graduation,Married,33622.0,1,1,13-04-2013
4303,1957,PhD,Together,6835.0,0,1,08-12-2012
6825,1953,Graduation,Together,41452.0,1,1,06-03-2013
1072,1965,PhD,Single,40760.0,0,1,30-08-2013
4964,1958,PhD,Together,74250.0,0,0,26-01-2014
2461,1955,Master,Single,51124.0,1,1,18-12-2013
10736,1971,Graduation,Single,72258.0,0,1,12-09-2013
3194,1974,PhD,Single,71466.0,0,0,05-04-2014
10839,1976,Graduation,Together,36283.0,1,1,14-04-2014
49,1970,Graduation,Single,20587.0,1,0,11-05-2014
4290,1972,Graduation,Married,30467.0,1,0,19-03-2014
10219,1972,Graduation,Together,31590.0,1,0,18-06-2013
4211,1986,Basic,Married,20425.0,1,0,29-10-2012
1135,1960,Master,Together,17144.0,1,1,15-02-2014
6299,1968,PhD,Divorced,42564.0,0,1,02-01-2013
10846,1978,Master,Married,43783.0,1,0,29-05-2014
347,1976,Graduation,Divorced,40780.0,0,1,08-09-2012
6543,1945,Master,Together,62847.0,0,0,15-01-2013
10446,1957,PhD,Married,82017.0,0,0,07-11-2012
3479,1950,Graduation,Single,16813.0,0,0,19-07-2013
11075,1978,Graduation,Married,51267.0,1,1,29-10-2013
4442,1961,Graduation,Single,46524.0,0,1,05-04-2013
199,1962,Master,Single,45183.0,0,0,20-01-2013
6722,1954,PhD,Married,70421.0,0,1,28-06-2014
796,1965,2n Cycle,Divorced,60161.0,0,1,23-10-2012
3749,1973,Graduation,Together,73926.0,0,0,02-03-2013
8523,1968,Graduation,Married,19329.0,1,0,14-12-2013
310,1970,Master,Married,61872.0,0,1,13-12-2013
8629,1956,Graduation,Widow,46984.0,1,1,26-03-2013
236,1951,Graduation,Married,34838.0,1,1,19-01-2013
9930,1944,PhD,Single,82716.0,0,0,05-11-2013
3483,1958,Graduation,Married,48192.0,0,0,06-04-2013
4599,1976,Master,Married,49681.0,0,2,04-11-2013
7326,1971,Master,Married,56850.0,0,1,23-03-2014
7352,1957,Graduation,Married,55267.0,0,1,21-10-2013
2350,1972,Graduation,Married,59666.0,1,1,22-03-2013
9145,1972,Graduation,Single,72504.0,0,1,06-04-2013
2964,1981,Graduation,Married,26872.0,0,0,16-10-2013
5585,1972,Graduation,Single,21359.0,1,0,20-04-2013
9687,1975,Graduation,Single,73170.0,0,0,31-05-2014
3732,1955,Master,Married,52750.0,0,1,04-02-2013
6303,1986,PhD,Together,91820.0,0,0,23-11-2013
11176,1970,PhD,Together,65968.0,0,1,12-05-2014
2986,1976,Graduation,Married,30772.0,1,1,12-03-2014
7462,1954,Graduation,Single,22507.0,0,0,24-11-2012
3900,1972,Graduation,Married,65685.0,0,1,29-03-2014
7034,1978,2n Cycle,Married,25804.0,1,0,01-09-2013
9493,1980,PhD,Single,76412.0,0,0,05-05-2013
1143,1972,Graduation,Married,22063.0,1,0,08-08-2013
1,1961,Graduation,Single,57091.0,0,0,15-06-2014
3855,1963,Graduation,Married,22419.0,0,0,18-04-2013
5536,1959,Graduation,Together,87771.0,0,1,22-05-2013
5989,1959,2n Cycle,Divorced,78353.0,0,1,16-04-2013
9499,1954,Graduation,Married,93404.0,1,2,07-05-2013
6768,1962,Graduation,Divorced,37859.0,1,2,12-01-2013
2150,1958,PhD,Widow,80995.0,0,1,11-05-2013
6646,1984,Graduation,Together,16529.0,1,0,01-03-2014
4887,1976,PhD,Divorced,55412.0,1,1,22-11-2013
8560,1992,Graduation,Single,48789.0,0,0,10-09-2012
3321,1967,PhD,Together,56575.0,0,2,05-05-2013
11003,1980,2n Cycle,Together,25130.0,1,0,02-10-2013
10402,1967,Graduation,Married,35441.0,1,1,14-02-2013
9904,1956,Graduation,Married,71391.0,0,1,29-03-2013
6141,1972,Master,Single,49494.0,1,0,25-04-2013
5687,1980,Graduation,Divorced,81702.0,0,0,23-09-2012
10856,1980,2n Cycle,Single,45889.0,0,1,02-07-2013
5121,1977,Graduation,Single,56628.0,0,1,21-03-2014
4186,1950,Graduation,Together,34026.0,1,1,05-08-2013
368,1974,Graduation,Married,40049.0,0,1,29-11-2012
3312,1988,Graduation,Single,34176.0,1,0,12-05-2014
11121,1981,Graduation,Married,19419.0,1,0,10-11-2012
5332,1960,2n Cycle,Married,82504.0,0,0,27-07-2013
5848,1970,Graduation,Together,81205.0,0,0,13-01-2014
10343,1991,2n Cycle,Single,61618.0,0,0,29-09-2012
5935,1956,Master,Single,55284.0,0,1,24-12-2012
2895,1963,Graduation,Single,49980.0,0,1,23-10-2013
10262,1980,Graduation,Married,15072.0,2,0,10-05-2013
7848,1974,Graduation,Single,49166.0,0,1,13-06-2013
9477,1954,PhD,Married,65324.0,0,1,11-01-2014
4856,1957,2n Cycle,Married,82347.0,0,0,06-11-2012
7186,1966,PhD,Together,30843.0,1,1,26-05-2014
5794,1974,PhD,Married,46374.0,0,1,17-03-2014
1456,1979,Graduation,Single,60474.0,0,1,01-04-2013
4877,1973,Master,Married,38576.0,0,1,04-03-2014
425,1985,Graduation,Married,55357.0,2,0,19-02-2013
3007,1966,Graduation,Together,37758.0,1,1,04-10-2012
1031,1989,2n Cycle,Married,85710.0,0,0,05-05-2013
4297,1969,Graduation,Together,23228.0,1,0,26-01-2014
807,1969,Master,Together,44602.0,1,1,15-02-2014
9553,1987,Graduation,Married,7500.0,0,0,09-01-2013
4271,1989,2n Cycle,Together,38683.0,1,0,04-10-2012
4120,1975,2n Cycle,Single,49514.0,1,0,17-12-2013
2036,1973,PhD,Together,57906.0,0,1,11-06-2013
115,1966,Master,Single,43456.0,0,1,26-03-2013
4259,1986,Master,Single,19485.0,2,0,24-09-2013
8687,1978,Graduation,Together,53172.0,0,1,06-05-2013
2447,1979,Graduation,Together,30545.0,1,0,17-10-2012
10140,1983,PhD,Together,70123.0,0,0,28-09-2013
9353,1959,Graduation,Single,62450.0,0,1,06-01-2014
3623,1976,Graduation,Together,21675.0,1,0,11-06-2014
738,1981,2n Cycle,Single,42395.0,1,1,04-04-2014
7631,1978,Master,Together,61346.0,1,0,06-10-2013
4789,1953,Graduation,Together,80812.0,0,0,17-09-2013
773,1971,Master,Divorced,42835.0,1,1,30-06-2013
10602,1983,Graduation,Married,39922.0,1,0,14-02-2013
1446,1956,Master,Single,86424.0,0,0,05-04-2014
3270,1978,2n Cycle,Together,17117.0,1,0,17-01-2013
8443,1972,Graduation,Single,24762.0,1,0,10-02-2014
9653,1975,Graduation,Married,35797.0,0,1,16-10-2012
8916,1975,Graduation,Divorced,36627.0,2,0,23-07-2013
8017,1981,2n Cycle,Married,51111.0,1,1,19-06-2014
5830,1972,PhD,Single,86857.0,0,0,12-09-2012
4597,1970,PhD,Together,82072.0,0,0,02-07-2013
7023,1953,PhD,Single,46231.0,2,1,26-11-2012
8086,1959,Graduation,Married,42243.0,1,1,11-12-2013
8825,1962,Graduation,Together,51195.0,1,1,01-04-2013
2930,1978,Master,Single,68092.0,0,0,16-12-2013
1928,1973,Graduation,Married,31814.0,1,0,09-02-2013
7108,1965,Master,Widow,51390.0,1,1,08-09-2012
10925,1983,Graduation,Married,76630.0,0,0,14-01-2014
9960,1991,Basic,Single,26868.0,1,0,30-04-2014
8800,1943,PhD,Divorced,48948.0,0,0,01-02-2013
9224,1972,PhD,Single,55260.0,0,1,12-12-2012
5519,1956,Graduation,Together,64090.0,0,1,07-08-2013
5046,1958,Graduation,Divorced,78331.0,0,1,23-01-2014
7037,1974,PhD,Married,37087.0,1,0,11-08-2013
905,1986,Graduation,Divorced,21846.0,1,0,22-10-2013
8624,1958,Graduation,Married,81320.0,0,0,06-02-2013
8945,1970,Graduation,Divorced,54137.0,0,1,16-08-2013
6445,1967,Graduation,Together,66825.0,0,0,14-07-2013
2727,1973,Graduation,Together,57100.0,0,0,04-12-2013
6404,1969,Graduation,Together,58917.0,1,2,24-03-2013
11074,1977,Graduation,Single,85072.0,0,0,09-04-2014
10150,1961,Graduation,Single,86429.0,0,0,21-11-2013
1968,1971,Graduation,Widow,45684.0,1,0,02-12-2013
6534,1974,Graduation,Together,47889.0,1,0,04-01-2014
9485,1986,PhD,Married,45921.0,0,0,10-03-2014
7053,1966,PhD,Single,78420.0,0,0,29-06-2013
4654,1992,Graduation,Together,75114.0,0,0,07-11-2013
9760,1963,PhD,Widow,52278.0,0,1,25-01-2013
1048,1972,Master,Married,35641.0,1,0,14-07-2013
10619,1994,Graduation,Single,95529.0,0,0,03-12-2012
9308,1954,Graduation,Married,62820.0,0,0,11-05-2013
10505,1960,Master,Together,73113.0,0,0,26-12-2013
8362,1982,PhD,Married,84169.0,0,0,07-08-2013
2625,1954,2n Cycle,Single,42607.0,0,1,17-11-2013
4637,1954,PhD,Single,74637.0,0,0,18-05-2013
9972,1955,PhD,Together,46015.0,1,1,13-04-2014
4483,1993,Graduation,Single,72354.0,0,0,17-04-2013
4487,1969,Master,Single,39858.0,1,0,24-01-2013
4988,1948,PhD,Married,34469.0,1,1,04-05-2014
8931,1986,Graduation,Together,83033.0,1,0,18-05-2014
5871,1979,Master,Together,24401.0,0,0,31-08-2012
2008,1978,Graduation,Married,77583.0,0,0,10-02-2014
3139,1982,2n Cycle,Single,74116.0,0,0,30-12-2013
10037,1993,Graduation,Single,74293.0,0,0,04-05-2014
10673,1976,PhD,Married,68397.0,0,1,17-11-2013
5303,1974,PhD,Together,79632.0,0,0,08-04-2014
538,1989,Graduation,Single,46107.0,1,0,10-02-2014
7922,1951,PhD,Single,64950.0,0,1,12-08-2012
5692,1989,Basic,Married,25443.0,1,0,22-12-2012
4843,1952,Graduation,Single,75127.0,0,0,22-05-2014
6383,1971,PhD,Together,32892.0,1,0,25-05-2014
1628,1971,Graduation,Together,71796.0,0,0,24-10-2013
